"","title","year","length","budget","rating","votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short","scale.rating","cluster.labels"
"570","Fast and the Furious, The",2001,106,38000000,5.7,21428,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG-13",1,0,0,0,0,0,0,-0.178707470077112,1
"571","Father of the Bride Part II",1995,106,30000000,5.6,4089,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0,-0.256047616816226,2
"572","Fathers' Day",1997,98,85000000,4.7,2714,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,-0.952108937468249,2
"573","Faust: Love of the Damned",2001,101,6000000,4.1,628,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0,-1.41614981790293,2
"574","Fear X",2003,91,6600000,5.9,742,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"PG-13",0,0,0,0,0,0,0,-0.0240271765988843,1
"575","FearDotCom",2002,101,42000000,3.2,5126,34.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0,-2.11221113855495,2
"576","Female Trouble",1974,97,25000,7.1,868,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"NC-17",0,0,1,0,0,0,0,0.904054584270479,1
"577","Femme Fatale",2002,114,35000000,6.4,6083,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0,0.362673557096684,1
"578","Feng yun xiong ba tian xia",1998,85,10000000,6.3,922,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"PG-13",1,0,0,0,0,0,0,0.28533341035757,1
"579","Festen",1998,105,1300000,8.2,11983,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,"R",0,0,0,1,0,0,0,1.75479619840073,1
"580","Fever",1999,95,6000000,5.7,248,4.5,4.5,4.5,4.5,14.5,4.5,14.5,14.5,4.5,24.5,"R",0,0,0,0,0,0,0,-0.178707470077112,1
"581","Fever Pitch",2005,98,39690000,6.6,1712,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"PG-13",0,0,1,0,0,1,0,0.517353850574911,1
"582","Fifth Element, The",1997,126,90000000,7.1,55398,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"PG-13",1,0,0,1,0,0,0,0.904054584270479,1
"583","Fight Club",1999,139,63000000,8.5,112092,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"R",0,0,0,1,0,0,0,1.98681663861807,1
"584","Final",2001,111,80000,5.2,330,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0,-0.56540820377268,2
"585","Final Destination",2000,98,23000000,6.6,16504,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,0,0,0,0,0,0.517353850574911,1
"586","Final Destination 2",2003,90,26000000,6.3,8481,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0,0.28533341035757,1
"587","Final Fantasy: The Spirits Within",2001,106,137000000,6.5,16451,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG-13",1,1,0,0,0,0,0,0.440013703835798,1
"588","Final Solution",2001,110,1500000,7,32,0,4.5,0,0,4.5,4.5,34.5,14.5,14.5,24.5,"R",1,0,0,1,0,0,0,0.826714437531366,1
"589","Finding Forrester",2000,136,43000000,7.3,13439,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0,1.05873487774871,1
"590","Finding Graceland",1998,106,10000000,6.6,504,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"PG-13",0,0,0,1,0,0,0,0.517353850574911,1
"591","Fire Over Afghanistan",2003,92,155000,4.5,67,24.5,4.5,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,"R",1,0,0,1,0,0,0,-1.10678923094648,2
"592","Firestorm",1998,89,19000000,4.4,987,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0,-1.18412937768559,2
"593","Firm, The",1993,154,42000000,6.6,14708,4.5,4.5,4.5,4.5,14.5,14.5,34.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0,0.517353850574911,1
"594","First Knight",1995,134,75000000,5.6,8708,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,1,0,-0.256047616816226,2
"595","First Love, Last Rites",1997,94,300000,5,147,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,1,0,1,0,-0.720088497250908,2
"596","Flawless",1999,112,27000000,6.1,3287,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0,0.130653116879343,1
"597","Flight of the Phoenix",2004,113,45000000,6,2732,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0,0.0533129701402291,1
"598","Flintstones in Viva Rock Vegas, The",2000,90,58000000,3.7,1712,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0,-1.72551040485939,2
"599","Flossin",2001,81,86000,7.9,7,14.5,0,0,0,0,14.5,0,0,24.5,44.5,"PG-13",0,0,0,0,0,0,0,1.52277575818339,1
"600","Following",1998,69,6000,7.6,3197,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"R",0,0,0,0,0,0,0,1.29075531796605,1
"601","For Love of the Game",1999,137,50000000,6.1,5782,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,1,0,0.130653116879343,1
"602","Foreign Correspondents",1999,102,500000,7.6,117,4.5,0,0,4.5,4.5,4.5,4.5,14.5,14.5,44.5,"PG-13",0,0,0,1,0,1,0,1.29075531796605,1
"603","Foreigner, The",2003,96,20000000,3.1,904,24.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0,-2.18955128529407,2
"604","Forever Lulu",2000,99,20000000,5.5,257,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,"R",0,0,1,0,0,1,0,-0.333387763555339,2
"605","Forgotten, The",2004,94,42000000,5.8,8234,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0,-0.101367323337998,1
"606","Forrest Gump",1994,142,55000000,8.2,89722,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,"PG-13",0,0,1,1,0,0,0,1.75479619840073,1
"607","Forsaken, The",2001,90,5000000,5.1,1928,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0,-0.642748350511794,2
"608","Fortress 2",1999,92,11000000,4.2,1027,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0,-1.33880967116382,2
"609","Four Feathers, The",2002,125,80000000,6.2,4400,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0,0.207993263618457,1
"610","Four Rooms",1995,98,4000000,6,10675,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,1,1,0,0,0,0.0533129701402291,1
"611","Four Weddings and a Funeral",1994,117,6000000,7.2,17820,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,1,0,1,0,0.981394731009594,1
"612","Frailty",2001,100,11000000,7.4,10551,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0,1.13607502448782,1
"613","Frankenfish",2004,84,3000000,4.6,309,14.5,14.5,4.5,14.5,4.5,14.5,14.5,4.5,4.5,14.5,"R",1,0,1,0,0,0,0,-1.02944908420736,2
"614","Frankenstein",1994,123,45000000,6,6941,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0,0.0533129701402291,1
"615","Freaky Friday",2003,97,26000000,6.9,8052,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,14.5,"PG",0,0,1,1,0,0,0,0.749374290792253,1
"616","Freddy Got Fingered",2001,87,15000000,3.5,9115,34.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0,-1.88019069833761,2
"617","Freddy Vs. Jason",2003,97,25000000,6.1,11109,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",1,0,0,0,0,0,0,0.130653116879343,1
"618","Freddy's Dead: The Final Nightmare",1991,93,5000000,4.3,3618,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0,-1.2614695244247,2
"619","Free Money",1998,91,30000000,4.7,619,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0,-0.952108937468249,2
"620","Freeway",1996,102,3000000,6.5,4961,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0,0.440013703835798,1
"621","Freeway II: Confessions of a Trickbaby",1999,90,2000000,4.6,666,14.5,4.5,4.5,4.5,14.5,4.5,14.5,4.5,4.5,14.5,"R",0,0,0,1,0,0,0,-1.02944908420736,2
"622","Freeze Frame",2004,99,2000000,5.8,189,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0,-0.101367323337998,1
"623","Frequency",2000,118,31000000,7.4,15317,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0,1.13607502448782,1
"624","Frida",2002,123,12000000,7.5,8614,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0,1.21341517122693,1
"625","Friday",1995,91,3500000,6.7,7020,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,24.5,"R",0,0,1,1,0,0,0,0.594693997314025,1
"626","Friday After Next",2002,85,20000000,4.9,1659,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0,-0.797428643990021,2
"627","Friday Night Lights",2004,117,30000000,7,4290,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0,0.826714437531366,1
"628","From Dusk Till Dawn",1996,108,20000000,6.8,28473,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",1,0,1,0,0,0,0,0.672034144053138,1
"629","From Hell",2001,122,35000000,6.8,17292,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"R",0,0,0,0,0,0,0,0.672034144053138,1
"630","From Justin to Kelly",2003,90,12000000,1.7,6517,74.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"PG",0,0,1,0,0,1,0,-3.27231333964166,2
"631","Frostbite",2005,83,2400000,2.8,201,34.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0,-2.42157172551141,2
"632","Full Clip",2004,95,500000,4.1,72,14.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0,-1.41614981790293,2
"633","Full Frontal",2002,101,2000000,5,3056,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,1,0,1,0,-0.720088497250908,2
"634","Full Monty, The",1997,91,3500000,7.2,22115,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,0,0,0,0,0.981394731009594,1
"635","Galaxy Quest",1999,102,45000000,7.2,22341,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG",0,0,1,0,0,0,0,0.981394731009594,1
"636","Game of Their Lives, The",2005,101,20000000,6.4,125,4.5,4.5,4.5,0,4.5,4.5,4.5,14.5,4.5,45.5,"PG",0,0,0,1,0,0,0,0.362673557096684,1
"637","Game, The",1997,128,50000000,7.6,28099,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",0,0,0,0,0,0,0,1.29075531796605,1
"638","Gangs of New York",2002,166,97000000,7.3,34808,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0,1.05873487774871,1
"639","Garage Days",2002,106,6000000,5.6,597,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0,-0.256047616816226,2
"640","Garden State",2004,109,2500000,8.1,23814,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"R",0,0,1,1,0,1,0,1.67745605166162,1
"641","Garfield",2004,80,50000000,4.8,4775,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG",0,1,1,0,0,0,0,-0.874768790729135,2
"642","Gattaca",1997,101,36000000,7.6,26071,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0,1.29075531796605,1
"643","Gatto nel cervello, Un",1990,93,100000,5.6,237,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,0,0,0,0,-0.256047616816226,2
"644","General's Daughter, The",1999,116,60000000,6.1,11128,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0,0.130653116879343,1
"645","George of the Jungle",1997,92,55000000,5.5,6430,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,"PG",0,0,1,0,0,0,0,-0.333387763555339,2
"646","Gerry",2002,105,3500000,6,1944,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0,0.0533129701402291,1
"647","Get Carter",2000,104,40000000,4.7,4927,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0,-0.952108937468249,2
"648","Get Over It",2001,87,10000000,5.7,3561,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0,-0.178707470077112,1
"649","Get Shorty",1995,105,30250000,7,14825,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,1,0,0,0,0.826714437531366,1
"650","Get on the Bus",1996,120,2400000,6.6,1142,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0,0.517353850574911,1
"651","Ghost Ship",2002,91,35000000,5.3,8399,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0,-0.488068057033567,2
"652","Ghost World",2000,111,7000000,7.8,17976,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,1,1,0,0,0,1.44543561144428,1
"653","Ghost and the Darkness, The",1996,109,55000000,6.4,8360,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"R",1,0,0,1,0,0,0,0.362673557096684,1
"654","Ghosts of Mars",2001,98,28000000,4.6,6368,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0,-1.02944908420736,2
"655","Ghosts of the Abyss",2003,43,13000000,6.6,664,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"PG",0,0,0,0,1,0,0,0.517353850574911,1
"656","Ghouls, The",2003,81,9000,6.1,43,14.5,4.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,24.5,"R",0,0,0,0,0,0,0,0.130653116879343,1
"657","Gift, The",2000,111,10000000,6.8,12440,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"R",0,0,0,1,0,0,0,0.672034144053138,1
"658","Gigli",2003,121,54000000,2.3,11285,74.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,1,0,0,1,0,-2.80827245920698,2
"659","Ginger Snaps: Unleashed",2004,94,3500000,6.6,1118,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,0,0,0,0,0,0.517353850574911,1
"660","Gingerbread Man, The",1998,114,25000000,5.7,2806,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0,-0.178707470077112,1
"661","Girl 6",1996,108,12000000,5,1453,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,1,1,0,0,0,-0.720088497250908,2
"662","Girl, Interrupted",1999,127,24000000,7,16362,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0,0.826714437531366,1
"663","Gladiator",2000,155,103000000,8,92495,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",1,0,0,1,0,0,0,1.6001159049225,1
"664","Glitter",2001,104,22000000,2.1,5209,64.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"PG-13",0,0,0,1,0,1,0,-2.9629527526852,2
"665","Global Heresy",2002,106,12000000,5.7,373,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0,-0.178707470077112,1
"666","Gloria",1999,108,30000000,4.9,1144,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0,-0.797428643990021,2
"667","Go",1999,103,6500000,7.4,20663,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"R",0,0,1,0,0,0,0,1.13607502448782,1
"668","Go Fish",1994,84,15000,5.8,621,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"R",0,0,0,0,0,1,0,-0.101367323337998,1
"669","Goat on Fire and Smiling Fish",1999,90,40000,6.3,254,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,0,0,1,0,0.28533341035757,1
"670","God's Army",2000,108,300000,6.4,354,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,34.5,"PG",0,0,0,1,0,0,0,0.362673557096684,1
"671","Gods and Generals",2003,209,56000000,5.7,3002,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,"PG-13",1,0,0,1,0,0,0,-0.178707470077112,1
"672","Gods and Monsters",1998,105,3500000,7.6,9020,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"R",0,0,0,1,0,0,0,1.29075531796605,1
"673","Going Greek",2001,90,198000,4.8,261,14.5,4.5,4.5,4.5,14.5,4.5,14.5,14.5,14.5,14.5,"R",0,0,1,0,0,0,0,-0.874768790729135,2
"674","Gojira ni-sen mireniamu",1999,99,1000000,5.6,1150,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG",1,0,0,0,0,0,0,-0.256047616816226,2
"675","Golden Bowl, The",2000,130,15000000,6,1145,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0,0.0533129701402291,1
"676","GoldenEye",1995,130,80000000,6.8,22991,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"PG-13",1,0,0,0,0,0,0,0.672034144053138,1
"677","Gone Fishin'",1997,94,53000000,3.8,1884,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0,-1.64817025812027,2
"678","Gone in Sixty Seconds",2000,117,90000000,5.7,25400,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0,-0.178707470077112,1
"679","Gong fu",2004,99,20000000,7.9,5299,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,"R",1,0,1,0,0,0,0,1.52277575818339,1
"680","Good Boy!",2003,88,18000000,4.7,683,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"PG",0,0,1,1,0,0,0,-0.952108937468249,2
"681","Good Burger",1997,103,9000000,4,1714,14.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,"PG",0,0,1,0,0,0,0,-1.49348996464204,2
"682","Good Girl, The",2002,93,5000000,6.9,8254,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,1,1,0,0,0,0.749374290792253,1
"683","Good Will Hunting",1997,126,10000000,7.8,60858,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,0,1,0,0,0,1.44543561144428,1
"684","Gosford Park",2001,137,15000000,7.3,16831,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0,1.05873487774871,1
"685","Gothika",2003,98,40000000,5.8,10524,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0,-0.101367323337998,1
"686","Grace of My Heart",1996,116,5000000,6.5,982,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",0,0,1,1,0,0,0,0.440013703835798,1
"687","Granny, The",1995,85,1000000,4.2,142,14.5,14.5,14.5,4.5,4.5,14.5,4.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0,-1.33880967116382,2
"688","Grave, The",1996,90,4000000,5.6,303,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0,-0.256047616816226,2
"689","Gravesend",1997,85,65000,5,111,14.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,4.5,14.5,"R",0,0,0,1,0,0,0,-0.720088497250908,2
"690","Great White Hope, The",1970,103,6000000,6.9,369,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0,0.749374290792253,1
"691","Green Mile, The",1999,188,60000000,8.1,60142,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,0,1,0,0,0,1.67745605166162,1
"692","Greenskeeper, The",2002,90,80000,4.7,38,4.5,4.5,14.5,24.5,4.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0,-0.952108937468249,2
"693","Grey Owl",1999,118,30000000,5.7,629,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0,-0.178707470077112,1
"694","Grey Zone, The",2001,108,5000000,7.3,1553,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0,1.05873487774871,1
"695","Grim",1995,86,1000000,1.6,228,64.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0,-3.34965348638077,2
"696","Groove",2000,86,500000,6,1171,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0,0.0533129701402291,1
"697","Grosse Pointe Blank",1997,107,15000000,7.4,20400,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,0,0,1,0,1.13607502448782,1
"698","Grudge, The",2004,92,10000000,5.9,11441,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG-13",0,0,0,0,0,0,0,-0.0240271765988843,1
"699","Grumpier Old Men",1995,101,25000000,6.2,3711,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0,0.207993263618457,1
"700","Guinevere",1999,104,2600000,6.3,804,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,1,0,0.28533341035757,1
"701","Gun Shy",2000,101,10000000,5.4,1701,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,1,0,0,1,0,-0.410727910294453,2
"702","Guru, The",2002,94,11000000,5.9,3505,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,1,0,-0.0240271765988843,1
"703","Guy Thing, A",2003,101,20000000,5.3,2885,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0,-0.488068057033567,2
"704","Hairshirt",1998,89,65000,4.2,242,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,1,0,0,1,0,-1.33880967116382,2
"705","Half Past Dead",2002,98,30000000,3.9,2099,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0,-1.57083011138116,2
"706","Halloween H20: 20 Years Later",1998,85,17000000,5.3,8153,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0,-0.488068057033567,2
"707","Halloween: Resurrection",2002,89,15000000,4.3,4323,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0,-1.2614695244247,2
"708","Halloween: The Curse of Michael Myers",1995,88,5000000,4.2,2662,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0,-1.33880967116382,2
"709","Hanging Up",2000,94,40000000,4.4,3129,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0,-1.18412937768559,2
"710","Hangman's Curse",2003,106,2000000,4.9,405,4.5,4.5,4.5,14.5,4.5,4.5,14.5,4.5,4.5,24.5,"PG-13",0,0,0,0,0,0,0,-0.797428643990021,2
"711","Hannibal",2001,133,87000000,6.2,28876,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0,0.207993263618457,1
"712","Happy Gilmore",1996,92,10000000,6.8,17746,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,1,0,0,0,0,0.672034144053138,1
"713","Happy, Texas",1999,98,1700000,6.4,3453,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,0.362673557096684,1
"714","Hard Ball",2001,109,21000000,6,3083,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0,0.0533129701402291,1
"715","Hard Rain",1998,97,70000000,5.5,6161,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0,-0.333387763555339,2
