"title","year","length","budget","rating","votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"From Justin to Kelly",2003,90,12000000,1.7,6517,74.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"PG",0,0,1,0,0,1,0
"Frostbite",2005,83,2400000,2.8,201,34.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Full Clip",2004,95,500000,4.1,72,14.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Full Frontal",2002,101,2000000,5,3056,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,1,0,1,0
"Full Monty, The",1997,91,3500000,7.2,22115,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,0,0,0,0
"Galaxy Quest",1999,102,45000000,7.2,22341,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG",0,0,1,0,0,0,0
"Game of Their Lives, The",2005,101,20000000,6.4,125,4.5,4.5,4.5,0,4.5,4.5,4.5,14.5,4.5,45.5,"PG",0,0,0,1,0,0,0
"Game, The",1997,128,50000000,7.6,28099,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",0,0,0,0,0,0,0
"Gangs of New York",2002,166,97000000,7.3,34808,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Garage Days",2002,106,6000000,5.6,597,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Garden State",2004,109,2500000,8.1,23814,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"R",0,0,1,1,0,1,0
"Garfield",2004,80,50000000,4.8,4775,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG",0,1,1,0,0,0,0
"Gattaca",1997,101,36000000,7.6,26071,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0
"Gatto nel cervello, Un",1990,93,100000,5.6,237,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,0,0,0,0
"General's Daughter, The",1999,116,60000000,6.1,11128,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"George of the Jungle",1997,92,55000000,5.5,6430,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"Gerry",2002,105,3500000,6,1944,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Get Carter",2000,104,40000000,4.7,4927,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Get Over It",2001,87,10000000,5.7,3561,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"Get Shorty",1995,105,30250000,7,14825,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,1,0,0,0
"Get on the Bus",1996,120,2400000,6.6,1142,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Ghost Ship",2002,91,35000000,5.3,8399,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Ghost World",2000,111,7000000,7.8,17976,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,1,1,0,0,0
"Ghost and the Darkness, The",1996,109,55000000,6.4,8360,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"R",1,0,0,1,0,0,0
"Ghosts of Mars",2001,98,28000000,4.6,6368,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Ghosts of the Abyss",2003,43,13000000,6.6,664,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"PG",0,0,0,0,1,0,0
"Ghouls, The",2003,81,9000,6.1,43,14.5,4.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,24.5,"R",0,0,0,0,0,0,0
"Gift, The",2000,111,10000000,6.8,12440,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Gigli",2003,121,54000000,2.3,11285,74.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,1,0,0,1,0
"Ginger Snaps: Unleashed",2004,94,3500000,6.6,1118,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Gingerbread Man, The",1998,114,25000000,5.7,2806,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Girl 6",1996,108,12000000,5,1453,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Girl, Interrupted",1999,127,24000000,7,16362,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Gladiator",2000,155,103000000,8,92495,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",1,0,0,1,0,0,0
"Glitter",2001,104,22000000,2.1,5209,64.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"PG-13",0,0,0,1,0,1,0
"Global Heresy",2002,106,12000000,5.7,373,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Gloria",1999,108,30000000,4.9,1144,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Go",1999,103,6500000,7.4,20663,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"R",0,0,1,0,0,0,0
"Go Fish",1994,84,15000,5.8,621,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"R",0,0,0,0,0,1,0
"Goat on Fire and Smiling Fish",1999,90,40000,6.3,254,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,0,0,1,0
"God's Army",2000,108,300000,6.4,354,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,34.5,"PG",0,0,0,1,0,0,0
"Gods and Generals",2003,209,56000000,5.7,3002,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,"PG-13",1,0,0,1,0,0,0
"Gods and Monsters",1998,105,3500000,7.6,9020,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"R",0,0,0,1,0,0,0
"Going Greek",2001,90,198000,4.8,261,14.5,4.5,4.5,4.5,14.5,4.5,14.5,14.5,14.5,14.5,"R",0,0,1,0,0,0,0
"Gojira ni-sen mireniamu",1999,99,1000000,5.6,1150,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG",1,0,0,0,0,0,0
"Golden Bowl, The",2000,130,15000000,6,1145,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"GoldenEye",1995,130,80000000,6.8,22991,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"PG-13",1,0,0,0,0,0,0
"Gone Fishin'",1997,94,53000000,3.8,1884,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"Gone in Sixty Seconds",2000,117,90000000,5.7,25400,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Gong fu",2004,99,20000000,7.9,5299,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,"R",1,0,1,0,0,0,0
"Good Boy!",2003,88,18000000,4.7,683,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"PG",0,0,1,1,0,0,0
"Good Burger",1997,103,9000000,4,1714,14.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,"PG",0,0,1,0,0,0,0
"Good Girl, The",2002,93,5000000,6.9,8254,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Good Will Hunting",1997,126,10000000,7.8,60858,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,0,1,0,0,0
"Gosford Park",2001,137,15000000,7.3,16831,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Gothika",2003,98,40000000,5.8,10524,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Grace of My Heart",1996,116,5000000,6.5,982,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",0,0,1,1,0,0,0
"Granny, The",1995,85,1000000,4.2,142,14.5,14.5,14.5,4.5,4.5,14.5,4.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Grave, The",1996,90,4000000,5.6,303,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Gravesend",1997,85,65000,5,111,14.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Great White Hope, The",1970,103,6000000,6.9,369,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"Green Mile, The",1999,188,60000000,8.1,60142,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,0,1,0,0,0
"Greenskeeper, The",2002,90,80000,4.7,38,4.5,4.5,14.5,24.5,4.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Grey Owl",1999,118,30000000,5.7,629,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"Grey Zone, The",2001,108,5000000,7.3,1553,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Grim",1995,86,1000000,1.6,228,64.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Groove",2000,86,500000,6,1171,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Grosse Pointe Blank",1997,107,15000000,7.4,20400,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,0,0,1,0
"Grudge, The",2004,92,10000000,5.9,11441,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG-13",0,0,0,0,0,0,0
"Grumpier Old Men",1995,101,25000000,6.2,3711,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"Guinevere",1999,104,2600000,6.3,804,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,1,0
"Gun Shy",2000,101,10000000,5.4,1701,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,1,0,0,1,0
"Guru, The",2002,94,11000000,5.9,3505,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,1,0
"Guy Thing, A",2003,101,20000000,5.3,2885,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"Hairshirt",1998,89,65000,4.2,242,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,1,0,0,1,0
"Half Past Dead",2002,98,30000000,3.9,2099,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Halloween H20: 20 Years Later",1998,85,17000000,5.3,8153,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Halloween: Resurrection",2002,89,15000000,4.3,4323,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Halloween: The Curse of Michael Myers",1995,88,5000000,4.2,2662,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Hanging Up",2000,94,40000000,4.4,3129,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0
"Hangman's Curse",2003,106,2000000,4.9,405,4.5,4.5,4.5,14.5,4.5,4.5,14.5,4.5,4.5,24.5,"PG-13",0,0,0,0,0,0,0
"Hannibal",2001,133,87000000,6.2,28876,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Happy Gilmore",1996,92,10000000,6.8,17746,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,1,0,0,0,0
"Happy, Texas",1999,98,1700000,6.4,3453,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Hard Ball",2001,109,21000000,6,3083,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"Hard Rain",1998,97,70000000,5.5,6161,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Hardware",1990,93,1500000,5.2,1323,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Harold & Kumar Go to White Castle",2004,90,9000000,7.1,8376,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,"R",0,0,1,0,0,0,0
"Harriet the Spy",1996,100,13000000,5.8,845,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG",0,0,1,1,0,0,0
"Harry Potter and the Chamber of Secrets",2002,152,100000000,7.3,38394,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG",0,0,0,0,0,0,0
"Harry Potter and the Prisoner of Azkaban",2004,141,130000000,7.8,24973,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"PG",0,0,0,0,0,0,0
"Harry Potter and the Sorcerer's Stone",2001,152,130000000,7.2,46741,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG",0,0,0,0,0,0,0
"Hart's War",2002,125,70000000,6.2,6368,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Harvard Man",2001,99,5500000,4.9,1157,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,1,0
"Haunted Mansion, The",2003,87,90000000,5,3341,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"Haunting, The",1999,112,80000000,4.6,14425,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,0,0,0,0,0
"Hav Plenty",1997,84,650000,5.3,256,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"R",0,0,1,0,0,0,0
"He Got Game",1998,137,25000000,6.6,4198,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,"R",0,0,0,1,0,0,0
"Head Over Heels",2001,86,14000000,4.9,2632,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"Heart of America",2003,87,3000000,6.1,204,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,24.5,"R",0,0,0,1,0,0,0
"Heart of Me, The",2002,96,7000000,6.2,336,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,4.5,"R",0,0,0,1,0,1,0
"Heartbreakers",2001,110,40000000,6.2,8037,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"Hearts in Atlantis",2001,101,31000000,6.7,6577,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"Heat",1995,188,60000000,7.9,44588,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",1,0,0,1,0,0,0
"Heaven",2002,96,11000000,7.3,3857,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Heaven's Prisoners",1996,132,25000000,5.4,1405,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Heavenly Creatures",1994,108,5000000,7.7,11453,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,0,1,0,1,0
"Heavy Metal 2000",2000,88,15000000,5.1,1148,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,"R",1,1,0,0,0,0,0
"Hedwig and the Angry Inch",2001,93,6000000,7.7,6072,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,"R",0,0,1,1,0,1,0
"Held Up",1999,89,8000000,4.6,555,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Helix... Loaded, The",2005,97,1000000,2.3,33,34.5,4.5,0,0,0,4.5,4.5,4.5,0,44.5,"R",1,0,1,0,0,0,0
"Hellboy",2004,132,66000000,6.7,15565,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Hellraiser: Bloodline",1996,86,4000000,4.2,2041,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Henry V",1989,137,9000000,7.9,8241,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"PG-13",1,0,0,1,0,0,0
"Here on Earth",2000,93,15000000,4.8,2187,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,0,1,0,1,0
"Hey Arnold! The Movie",2002,76,10000000,4.8,425,14.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,14.5,"PG",0,1,1,0,0,0,0
"Hidalgo",2004,136,78000000,6.6,7328,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG-13",1,0,0,1,0,0,0
"Hidden Agenda",2001,98,5000000,4.2,266,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Hidden Assassin",1995,89,11000000,4.4,245,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Hide and Seek",2005,101,30000000,5.2,3784,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Hideous Kinky",1998,98,12000000,6.1,1615,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"High Crimes",2002,115,42000000,6.1,6043,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"High Fidelity",2000,113,20000000,7.6,29704,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"R",0,0,1,1,0,1,0
"High Strung",1991,93,300000,6.2,391,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,44.5,"PG",0,0,1,0,0,0,0
"Highlander",1986,116,16000000,7.1,18146,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",1,0,0,0,0,0,0
"Highlander II: The Quickening",1991,92,30000000,3.4,9264,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Highlander III: The Sorcerer",1994,102,26000000,3.7,3388,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Highlander: Endgame",2000,101,15000000,4.4,3773,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Hillz, The",2004,91,100000,3.1,80,44.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,1,1,0,0,0
"HipHopBattle.com: Hip Hop 4 Life",2001,98,12000,5.7,15,24.5,14.5,0,4.5,0,0,4.5,14.5,0,34.5,"PG-13",0,0,1,1,0,1,0
"Hit and Runway",1999,108,1200000,6.7,189,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",0,0,1,0,0,0,0
"Hitchhiker's Guide to the Galaxy, The",2005,110,50000000,6.9,7644,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"PG",0,0,1,0,0,0,0
"Holes",2003,117,30000000,7.2,5235,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,24.5,"PG",0,0,1,1,0,0,0
"Hollow Man",2000,112,95000000,5.3,16168,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Hollywood Ending",2002,112,16000000,6.3,3673,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0
"Hollywood Homicide",2003,116,75000000,5.2,5312,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"Hollywood North",2003,89,7000000,5.7,114,4.5,4.5,4.5,14.5,4.5,24.5,24.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Hollywood Sign, The",2001,90,12000000,5.3,196,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Holy Man",1998,114,60000000,4.9,3497,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"PG",0,0,1,1,0,0,0
"Home Fries",1998,91,15000000,4.9,2374,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0
"Home at the End of the World, A",2004,96,6500000,6.5,1693,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"R",0,0,0,1,0,1,0
"Home on the Range",2004,76,110000000,5.4,1510,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG",0,1,1,0,0,0,0
"Hometown Legend",2002,108,2000000,4.6,186,4.5,4.5,4.5,14.5,14.5,4.5,14.5,4.5,4.5,24.5,"PG",0,0,0,1,0,0,0
"Honey",2003,94,17000000,3.9,3067,24.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,"PG-13",0,0,0,1,0,1,0
"Hong faan kui",1996,91,7500000,6.5,4644,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"R",1,0,1,0,0,0,0
"Hope Floats",1998,114,30000000,5.3,4382,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0
"Horse Whisperer, The",1998,170,60000000,6.4,6744,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,1,0
"Hours, The",2002,114,25000000,7.6,16692,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"PG-13",0,0,0,1,0,0,0
"House of 1000 Corpses",2003,88,7000000,5.1,6136,14.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"House of Mirth, The",2000,140,10000000,6.9,2167,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"PG",0,0,0,1,0,1,0
"House of Sand and Fog",2003,126,16000000,7.8,8164,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"R",0,0,0,1,0,0,0
"House of Wax",2005,105,30000000,4.6,1298,24.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,"R",0,0,0,0,0,0,0
"House of Yes, The",1997,85,1500000,6.5,2345,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"R",0,0,1,1,0,0,0
"House of the Dead",2003,90,7000000,2.3,3921,45.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"House on Haunted Hill",1999,99,19000000,5.1,9694,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"House on Turk Street, The",2002,103,12000000,5.5,1048,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"How Harry Became a Tree",2001,99,6000000,6.7,115,0,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,0,1,0,0,0
"How High",2001,95,12000000,4.9,2916,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0
"How Stella Got Her Groove Back",1998,124,20000000,5,1475,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,1,0
"How the Grinch Stole Christmas",2000,104,123000000,5.7,12680,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"PG",0,0,1,1,0,0,0
"How to Deal",2003,102,16000000,5.5,1537,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,14.5,"PG-13",0,0,1,1,0,1,0
"How to Kill Your Neighbor's Dog",2000,107,7300000,7,907,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",0,0,1,1,0,0,0
"How to Lose a Guy in 10 Days",2003,116,50000000,6.1,9257,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"Hulk",2003,138,120000000,6.1,20710,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0
"Hurricane",1997,91,500000,6.6,424,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Hurricane, The",1999,145,38000000,7.3,12445,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Husbands",1970,131,1000000,7,373,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"PG-13",0,0,0,1,0,0,0
"I Am Sam",2001,132,22000000,7.2,9945,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0
